Low_Lat,Low_Lon,High_Lat,High_Lon
38.37117425591604,-85.6502075962595,38.41285255230088,-85.60912780727399
38.32998942323958,-85.64941269100738,38.371667688313984,-85.60835577801483
38.33048257828935,-85.60758462527023,38.37214614933009,-85.5665033988011
38.33096077037167,-85.56575599951879,38.37260963867098,-85.52465047589044
38.288296533714195,-85.69042245161309,38.32998942323958,-85.64941269100738
38.28880436572899,-85.64861868771766,38.33048257828935,-85.60758462527023
38.28929724349093,-85.60681434754846,38.33096077037167,-85.56575599951879
38.289775166697986,-85.56500944831754,38.331423999193376,-85.52392683099573
38.29023813505722,-85.52320400723823,38.331872264470576,-85.48209713694514
38.26140544331676,-85.85708432762486,38.286495761458845,-85.82976394832284
38.26178540701007,-85.82922635514826,38.28686920772335,-85.80189620711495
38.262158727239985,-85.80136809370359,38.287236008180116,-85.77402818174171
38.26252540390483,-85.7735095483835,38.28759616272929,-85.7461598773013
38.26288543690477,-85.74565072428099,38.28794967127274,-85.71829129889215
38.26323882614173,-85.7177916264893,38.288296533714195,-85.69042245161309
38.26358557151949,-85.68993226010205,38.28863674995919,-85.66255334056315
38.26392567294361,-85.6620726302131,38.28897031991505,-85.63468397084173
38.26425913032148,-85.63421274191663,38.28929724349093,-85.60681434754846
38.24811170517199,-85.60604494336114,38.289775166697986,-85.56500944831754
38.248589359562345,-85.56426374375476,38.29023813505722,-85.52320400723823
38.24905206751586,-85.5224820032212,38.29068614828499,-85.48139804152534
38.24949982874909,-85.48069973894592,38.29111920610665,-85.43959156839486
38.2499326429876,-85.4389169681157,38.29153730825684,-85.39778460506409
38.23669514832643,-85.85653762715253,38.26178540701007,-85.82922635514826
38.23707498375934,-85.82868912769898,38.262158727239985,-85.80136809370359
38.23744817797115,-85.8008403395721,38.26252540390483,-85.7735095483835
38.23781473086025,-85.77299126785937,38.26288543690477,-85.74565072428099
38.238174642326825,-85.74514191764858,38.26323882614173,-85.7177916264893
38.23852791227289,-85.71729229402781,38.26358557151949,-85.68993226010205
38.23887454060226,-85.68944240208545,38.26392567294361,-85.6620726302131
38.23921452722052,-85.66159224691017,38.26425913032148,-85.63421274191663
38.2395478720351,-85.63374183359096,38.26458594356227,-85.60635260030706
38.20316604609095,-85.89756253798075,38.24493192068655,-85.8567198193145
38.20692598457492,-85.60527641122327,38.248589359562345,-85.56426374375476
38.20740337020716,-85.5635188843912,38.24905206751586,-85.5224820032212
38.20786581781174,-85.52176081755103,38.24949982874909,-85.48069973894592
38.208313327105316,-85.48000222785899,38.2499326429876,-85.4389169681157
38.20874589781382,-85.43824313247273,38.250350509966275,-85.3971337079186
38.2119847891048,-85.85599129847087,38.23707498375934,-85.82868912769898
38.21236449629405,-85.82815226560194,38.23744817797115,-85.8008403395721
38.212737564504245,-85.80031294435403,38.23781473086025,-85.77299126785937
38.21310399363377,-85.77247333980945,38.238174642326825,-85.74514191764858
38.21346378358292,-85.74463345705077,38.23852791227289,-85.71729229402781
38.213816934253686,-85.7167933011609,38.23887454060226,-85.68944240208545
38.21416344554994,-85.68895287722306,38.23921452722052,-85.66159224691017
38.21450331737737,-85.66111219032074,38.2395478720351,-85.63374183359096
38.214836549643394,-85.63327124553771,38.23987457495525,-85.60589116721707
38.18727437023781,-85.8554453412008,38.21236449629405,-85.82815226560194
38.18765394920021,-85.82761576848462,38.212737564504245,-85.80031294435403
38.18802689142525,-85.79978590768341,38.21310399363377,-85.77247333980945
38.1883931968114,-85.77195576387427,38.21346378358292,-85.74463345705077
38.18875286525899,-85.74412534213467,38.213816934253686,-85.7167933011609
38.18910589667008,-85.71629464754228,38.21416344554994,-85.68895287722306
38.189452290948545,-85.68846368517515,38.21450331737737,-85.66111219032074
38.18979204800012,-85.66063246011161,38.214836549643394,-85.63327124553771
38.19012516773235,-85.63280097743025,38.21516314225732,-85.60543004795805
38.16138573811944,-85.9383583344665,38.20316604609095,-85.89756253798075
38.1619822807282,-85.89662938274377,38.203747989216644,-85.85580927146495
38.16574010293137,-85.60450874965319,38.20740337020716,-85.5635188843912
38.16621721986411,-85.56277486879078,38.20786581781174,-85.52176081755103
38.16667940717648,-85.52104044883724,38.208313327105316,-85.48000222785899
38.16712666458541,-85.47930550691973,38.20874589781382,-85.43824313247273
38.167558991816975,-85.43757006016673,38.2091635296722,-85.3964835485511
38.16256389631009,-85.85489975496375,38.18765394920021,-85.82761576848462
38.16294334706239,-85.82707963597498,38.18802689142525,-85.79978590768341
38.16331616331876,-85.79925922919475,38.1883931968114,-85.77195576387427
38.16368234497775,-85.77143853969497,38.18875286525899,-85.74412534213467
38.164041891939675,-85.74361757254793,38.18910589667008,-85.71629464754228
38.16439480410668,-85.71579633282614,38.189452290948545,-85.68846368517515
38.164741081382694,-85.6879748256025,38.18979204800012,-85.66063246011161
38.16508072367348,-85.66015305595012,38.19012516773235,-85.63280097743025
38.16541373088658,-85.63233102894245,38.1904516500545,-85.60496924220996
38.120202168344875,-85.93740262472377,38.1619822807282,-85.89662938274377
38.12079837507785,-85.89569728384686,38.16256389631009,-85.85489975496375
38.121379663187405,-85.85399126805981,38.16313058450895,-85.81316946824181
38.12194603231766,-85.81228459444904,38.16368234497775,-85.77143853969497
38.12249748212182,-85.7705772801025,38.1642191773786,-85.72970698644183
38.12303401226227,-85.72886934210975,38.164741081382694,-85.6879748256025
38.1235556224105,-85.68716079756189,38.16524805667044,-85.64624207429858
38.12406231224717,-85.64545166355153,38.16574010293137,-85.60450874965319
38.124554081461994,-85.60374195717266,38.16621721986411,-85.56277486879078
38.12503092975388,-85.56203169552073,38.16667940717648,-85.52104044883724
38.12549285683085,-85.52032089569259,38.16712666458541,-85.47930550691973
38.12593986241009,-85.47860957478635,38.167558991816975,-85.43757006016673
38.12637194621788,-85.43689774990139,38.167976388606405,-85.39583412570796
38.079018479418984,-85.93644799622354,38.12079837507785,-85.89569728384686
38.0796143503495,-85.89476623949754,38.121379663187405,-85.85399126805981
38.08019531105821,-85.85308380900604,38.12194603231766,-85.81228459444904
38.08076136118951,-85.81140072180641,38.12249748212182,-85.7705772801025
38.08131250039686,-85.7697169949577,38.12303401226227,-85.72886934210975
38.081848728342955,-85.72803264552051,38.1235556224105,-85.68716079756189
38.08237004469949,-85.68634769055697,38.12406231224717,-85.64545166355153
38.08287644914737,-85.64466214713067,38.124554081461994,-85.60374195717266
38.08336794137659,-85.6029760323067,38.12503092975388,-85.56203169552073
38.083844521086306,-85.5612893631515,38.12549285683085,-85.52032089569259
38.08430618798472,-85.5196021567329,38.12593986241009,-85.47860957478635
38.08475294178926,-85.47791443012005,38.12637194621788,-85.43689774990139
38.08518478222644,-85.43622620038339,38.12678910798964,-85.39518543813843
38.037834692540315,-85.93549444713209,38.0796143503495,-85.89476623949754
38.03843022774175,-85.8938362479074,38.08019531105821,-85.85308380900604
38.039010861121156,-85.8521773760592,38.08076136118951,-85.81140072180641
38.03957659232321,-85.81051784861602,38.08131250039686,-85.7697169949577
38.04012742100163,-85.76885768260794,38.081848728342955,-85.72803264552051
38.041184369448395,-85.68553550302558,38.08287644914737,-85.64466214713067
38.04169048856986,-85.64387352351919,38.08336794137659,-85.6029760323067
38.04218170387404,-85.60221097358374,38.083844521086306,-85.5612893631515
38.04265801506021,-85.56054787025676,38.08430618798472,-85.5196021567329
37.99604073629085,-85.97617595546568,38.037834692540315,-85.93549444713209
37.996650828896534,-85.93454197561995,38.03843022774175,-85.8938362479074
37.9972460284423,-85.89290730729206,38.039010861121156,-85.8521773760592
